Date,Ticker,Open,Close,Traiding_result
1980-12-12,AAPL,0.1283479928970337,0.1283479928970337,0
1980-12-15,AAPL,0.12221000343561172,0.12165199965238571,0
1980-12-16,AAPL,0.1132809966802597,0.11272300034761429,0
1980-12-17,AAPL,0.11551299691200256,0.11551299691200256,0
1980-12-18,AAPL,0.11886200308799744,0.11886200308799744,0
1980-12-19,AAPL,0.12611599266529083,0.12611599266529083,0
1980-12-22,AAPL,0.1322540044784546,0.1322540044784546,0
1980-12-23,AAPL,0.13783499598503113,0.13783499598503113,0
1980-12-24,AAPL,0.14508900046348572,0.14508900046348572,0
1980-12-26,AAPL,0.15848200023174286,0.15848200023174286,0
1980-12-29,AAPL,0.16071400046348572,0.16071400046348572,0
1980-12-30,AAPL,0.15736599266529083,0.156808003783226,0
1980-12-31,AAPL,0.1529020071029663,0.1523440033197403,0
1981-01-02,AAPL,0.15401799976825714,0.15401799976825714,0
1981-01-05,AAPL,0.15122799575328827,0.15067000687122345,0
1981-01-06,AAPL,0.1445309966802597,0.1439729928970337,0
1981-01-07,AAPL,0.13839299976825714,0.13783499598503113,0
1981-01-08,AAPL,0.13560299575328827,0.13504500687122345,0
1981-01-09,AAPL,0.14229899644851685,0.14229899644851685,0
1981-01-12,AAPL,0.14229899644851685,0.141183003783226,0
1981-01-13,AAPL,0.1367190033197403,0.13616099953651428,0
1981-01-14,AAPL,0.1367190033197403,0.1367190033197403,0
1981-01-15,AAPL,0.13950900733470917,0.13950900733470917,0
1981-01-16,AAPL,0.13895100355148315,0.13839299976825714,0
1981-01-19,AAPL,0.14676299691200256,0.14676299691200256,0
1981-01-20,AAPL,0.14285700023174286,0.14229899644851685,0
1981-01-21,AAPL,0.14508900046348572,0.14508900046348572,0
1981-01-22,AAPL,0.14676299691200256,0.14676299691200256,0
1981-01-23,AAPL,0.14676299691200256,0.14620499312877655,0
1981-01-26,AAPL,0.1445309966802597,0.1439729928970337,0
1981-01-27,AAPL,0.1439729928970337,0.14285700023174286,0
1981-01-28,AAPL,0.13895100355148315,0.13839299976825714,0
1981-01-29,AAPL,0.13392899930477142,0.1333709955215454,0
