Date,Ticker,Open,Close,Traiding_result
1997-05-15,AMZN,0.12187500298023224,0.09791699796915054,0
1997-05-16,AMZN,0.09843800216913223,0.0864579975605011,0
1997-05-19,AMZN,0.08802100270986557,0.0854170024394989,0
1997-05-20,AMZN,0.0864579975605011,0.08177100121974945,0
1997-05-21,AMZN,0.08177100121974945,0.07135400176048279,0
1997-05-22,AMZN,0.07187499850988388,0.0697920024394989,0
1997-05-23,AMZN,0.0703129991889,0.07500000298023224,1
1997-05-27,AMZN,0.07552099972963333,0.07916700094938278,1
1997-05-28,AMZN,0.08124999701976776,0.07656300067901611,0
1997-05-29,AMZN,0.07708299905061722,0.07525999844074249,0
1997-05-30,AMZN,0.07500000298023224,0.07500000298023224,0
1997-06-02,AMZN,0.07552099972963333,0.07552099972963333,0
1997-06-03,AMZN,0.07656300067901611,0.07395800203084946,0
1997-06-04,AMZN,0.07395800203084946,0.0708329975605011,0
1997-06-05,AMZN,0.0708329975605011,0.07708299905061722,1
1997-06-06,AMZN,0.07578100264072418,0.08281300216913223,1
1997-06-09,AMZN,0.08281300216913223,0.08437500149011612,1
1997-06-10,AMZN,0.0854170024394989,0.07916700094938278,0
1997-06-11,AMZN,0.07968799769878387,0.07708299905061722,0
1997-06-12,AMZN,0.07916700094938278,0.08020800352096558,1
1997-06-13,AMZN,0.08124999701976776,0.07916700094938278,0
1997-06-16,AMZN,0.08020800352096558,0.07864599674940109,0
1997-06-17,AMZN,0.07994800060987473,0.07525999844074249,0
1997-06-18,AMZN,0.07604199647903442,0.07552099972963333,0
1997-06-19,AMZN,0.07552099972963333,0.07552099972963333,0
1997-06-20,AMZN,0.07656300067901611,0.07630199939012527,0
1997-06-23,AMZN,0.07708299905061722,0.07500000298023224,0
1997-06-24,AMZN,0.07525999844074249,0.07552099972963333,1
1997-06-25,AMZN,0.07630199939012527,0.07552099972963333,0
1997-06-26,AMZN,0.07604199647903442,0.07552099972963333,0
1997-06-27,AMZN,0.07578100264072418,0.07447899878025055,0
1997-06-30,AMZN,0.07552099972963333,0.07708299905061722,1
1997-07-01,AMZN,0.07708299905061722,0.07578100264072418,0
1997-07-02,AMZN,0.07578100264072418,0.07942699640989304,1
1997-07-03,AMZN,0.07994800060987473,0.09557300060987473,1
1997-07-07,AMZN,0.09166699647903442,0.10000000149011612,1
1997-07-08,AMZN,0.1020829975605011,0.11510399729013443,1
1997-07-09,AMZN,0.11510399729013443,0.11614599823951721,1
1997-07-10,AMZN,0.1166670024394989,0.12812499701976776,1
1997-07-11,AMZN,0.12604199349880219,0.11458300054073334,0
1997-07-14,AMZN,0.11614599823951721,0.10677099972963333,0
1997-07-15,AMZN,0.10677099972963333,0.12187500298023224,1
1997-07-16,AMZN,0.12239599972963333,0.1166670024394989,0
1997-07-17,AMZN,0.1171879991889,0.11093799769878387,0
1997-07-18,AMZN,0.109375,0.10781300067901611,0
1997-07-21,AMZN,0.10885400325059891,0.10911499708890915,1
1997-07-22,AMZN,0.10833299905061722,0.10677099972963333,0
1997-07-23,AMZN,0.109375,0.11458300054073334,1
1997-07-24,AMZN,0.11510399729013443,0.11302100121974945,0
1997-07-25,AMZN,0.11093799769878387,0.11145800352096558,1
1997-07-28,AMZN,0.11145800352096558,0.11614599823951721,1
1997-07-29,AMZN,0.11822900176048279,0.12395799905061722,1
1997-07-30,AMZN,0.125,0.12239599972963333,0
1997-07-31,AMZN,0.12187500298023224,0.11979199945926666,0
1997-08-01,AMZN,0.1171879991889,0.12083300203084946,1
1997-08-04,AMZN,0.11874999850988388,0.11562500149011612,0
1997-08-05,AMZN,0.1166670024394989,0.11041700094938278,0
1997-08-06,AMZN,0.11041700094938278,0.11249999701976776,1
1997-08-07,AMZN,0.11249999701976776,0.10885400325059891,0
1997-08-08,AMZN,0.10833299905061722,0.11458300054073334,1
1997-08-11,AMZN,0.11458300054073334,0.11640600115060806,1
1997-08-12,AMZN,0.11406300216913223,0.10989599674940109,0
1997-08-13,AMZN,0.11145800352096558,0.10989599674940109,0
1997-08-14,AMZN,0.10885400325059891,0.10781300067901611,0
1997-08-15,AMZN,0.10677099972963333,0.10572899878025055,0
1997-08-18,AMZN,0.10260400176048279,0.1020829975605011,0
1997-08-19,AMZN,0.10468800365924835,0.10833299905061722,1
1997-08-20,AMZN,0.109375,0.10833299905061722,0
1997-08-21,AMZN,0.10677099972963333,0.10572899878025055,0
1997-08-22,AMZN,0.10520800203084946,0.10625000298023224,1
1997-08-25,AMZN,0.10520800203084946,0.11093799769878387,1
1997-08-26,AMZN,0.11197900027036667,0.1171879991889,1
1997-08-27,AMZN,0.11536499857902527,0.11588499695062637,1
1997-08-28,AMZN,0.11510399729013443,0.11874999850988388,1
1997-08-29,AMZN,0.11822900176048279,0.11692699790000916,0
1997-09-02,AMZN,0.1171879991889,0.1177079975605011,1
1997-09-03,AMZN,0.1171879991889,0.1166670024394989,0
1997-09-04,AMZN,0.11822900176048279,0.12760399281978607,1
1997-09-05,AMZN,0.12916700541973114,0.125,0
1997-09-08,AMZN,0.12656299769878387,0.15000000596046448,1
1997-09-09,AMZN,0.15703099966049194,0.16197900474071503,1
1997-09-10,AMZN,0.16562500596046448,0.1651040017604828,0
1997-09-11,AMZN,0.16666699945926666,0.15781299769878387,0
1997-09-12,AMZN,0.15937499701976776,0.18437500298023224,1
1997-09-15,AMZN,0.18333299458026886,0.1546880006790161,0
1997-09-16,AMZN,0.15625,0.16770799458026886,1
1997-09-17,AMZN,0.17291699349880219,0.1703130006790161,0
1997-09-18,AMZN,0.171875,0.1645829975605011,0
1997-09-19,AMZN,0.1690099984407425,0.19739599525928497,1
1997-09-22,AMZN,0.20000000298023224,0.22499999403953552,1
1997-09-23,AMZN,0.22447900474071503,0.23125000298023224,1
1997-09-24,AMZN,0.23229199647903442,0.21875,0
1997-09-25,AMZN,0.2171880006790161,0.20390599966049194,0
1997-09-26,AMZN,0.2036460041999817,0.20833300054073334,1
1997-09-29,AMZN,0.20729200541973114,0.20208300650119781,0
1997-09-30,AMZN,0.20000000298023224,0.21692700684070587,1
1997-10-01,AMZN,0.22187499701976776,0.20104199647903442,0
1997-10-02,AMZN,0.20208300650119781,0.20052100718021393,0
1997-10-03,AMZN,0.20416699349880219,0.20078100264072418,0
1997-10-06,AMZN,0.20000000298023224,0.20624999701976776,1
1997-10-07,AMZN,0.20416699349880219,0.20286500453948975,0
1997-10-08,AMZN,0.20729200541973114,0.2002599984407425,0
1997-10-09,AMZN,0.20000000298023224,0.1875,0
1997-10-10,AMZN,0.18645800650119781,0.19505199790000916,1
1997-10-13,AMZN,0.1963540017604828,0.20000000298023224,1
1997-10-14,AMZN,0.203125,0.19895799458026886,0
1997-10-15,AMZN,0.19843800365924835,0.19609400629997253,0
1997-10-16,AMZN,0.19895799458026886,0.18125000596046448,0
1997-10-17,AMZN,0.1807290017604828,0.18125000596046448,1
1997-10-20,AMZN,0.18385399878025055,0.19114600121974945,1
1997-10-21,AMZN,0.19791699945926666,0.22135399281978607,1
1997-10-22,AMZN,0.22083300352096558,0.2260420024394989,1
1997-10-23,AMZN,0.2114579975605011,0.22499999403953552,1
1997-10-24,AMZN,0.23749999701976776,0.25130200386047363,1
1997-10-27,AMZN,0.24010400474071503,0.21354199945926666,0
1997-10-28,AMZN,0.1958329975605011,0.24739600718021393,1
1997-10-29,AMZN,0.2572920024394989,0.2695310115814209,1
1997-10-30,AMZN,0.26041701436042786,0.2562499940395355,0
1997-10-31,AMZN,0.26822900772094727,0.25416699051856995,0
1997-11-03,AMZN,0.26093798875808716,0.25364598631858826,0
1997-11-04,AMZN,0.25,0.24791699647903442,0
1997-11-05,AMZN,0.24895800650119781,0.24375000596046448,0
1997-11-06,AMZN,0.24583299458026886,0.23307299613952637,0
1997-11-07,AMZN,0.22083300352096558,0.22395800054073334,1
1997-11-10,AMZN,0.22499999403953552,0.2104170024394989,0
1997-11-11,AMZN,0.21223999559879303,0.19739599525928497,0
1997-11-12,AMZN,0.18880200386047363,0.18854199349880219,0
1997-11-13,AMZN,0.19739599525928497,0.19296899437904358,0
1997-11-14,AMZN,0.19687500596046448,0.20833300054073334,1
1997-11-17,AMZN,0.2114579975605011,0.21875,1
1997-11-18,AMZN,0.21875,0.22083300352096558,1
1997-11-19,AMZN,0.22031299769878387,0.2255209982395172,1
1997-11-20,AMZN,0.22864599525928497,0.22916699945926666,1
1997-11-21,AMZN,0.2276040017604828,0.22447900474071503,0
1997-11-24,AMZN,0.21875,0.2114579975605011,0
1997-11-25,AMZN,0.2119790017604828,0.21015599370002747,0
1997-11-26,AMZN,0.2119790017604828,0.21302099525928497,1
1997-11-28,AMZN,0.21354199945926666,0.20624999701976776,0
1997-12-01,AMZN,0.2119790017604828,0.21354199945926666,1
1997-12-02,AMZN,0.21302099525928497,0.21171900629997253,0
1997-12-03,AMZN,0.2098959982395172,0.2182289958000183,1
1997-12-04,AMZN,0.22005200386047363,0.22499999403953552,1
