Date,Ticker,Open,Close,Traiding_result
1962-01-02,JNJ,0.0,0.22337999939918518,1
1962-01-03,JNJ,0.0,0.2199070006608963,1
1962-01-04,JNJ,0.0,0.2175929993391037,1
1962-01-05,JNJ,0.0,0.21412000060081482,1
1962-01-08,JNJ,0.0,0.21064800024032593,1
1962-01-09,JNJ,0.0,0.21296299993991852,1
1962-01-10,JNJ,0.0,0.2175929993391037,1
1962-01-11,JNJ,0.0,0.2164350003004074,1
1962-01-12,JNJ,0.0,0.21412000060081482,1
1962-01-15,JNJ,0.0,0.21412000060081482,1
1962-01-16,JNJ,0.0,0.21296299993991852,1
1962-01-17,JNJ,0.0,0.21412000060081482,1
1962-01-18,JNJ,0.0,0.21238400042057037,1
1962-01-19,JNJ,0.0,0.21469900012016296,1
1962-01-22,JNJ,0.0,0.21238400042057037,1
1962-01-23,JNJ,0.0,0.21064800024032593,1
1962-01-24,JNJ,0.0,0.21006900072097778,1
1962-01-25,JNJ,0.0,0.20949099957942963,1
1962-01-26,JNJ,0.0,0.20891200006008148,1
1962-01-29,JNJ,0.0,0.21180599927902222,1
1962-01-30,JNJ,0.0,0.21064800024032593,1
1962-01-31,JNJ,0.0,0.2152779996395111,1
1962-02-01,JNJ,0.0,0.21701399981975555,1
1962-02-02,JNJ,0.0,0.22743099927902222,1
1962-02-05,JNJ,0.0,0.23726899921894073,1
1962-02-06,JNJ,0.0,0.2476850003004074,1
1962-02-07,JNJ,0.0,0.25,1
1962-02-08,JNJ,0.0,0.24710600078105927,1
1962-02-09,JNJ,0.0,0.2465279996395111,1
1962-02-12,JNJ,0.0,0.24421299993991852,1
1962-02-13,JNJ,0.0,0.24189800024032593,1
1962-02-14,JNJ,0.0,0.23495399951934814,1
1962-02-15,JNJ,0.0,0.23495399951934814,1
1962-02-16,JNJ,0.0,0.23379600048065186,1
1962-02-19,JNJ,0.0,0.2320600003004074,1
1962-02-20,JNJ,0.0,0.22800900042057037,1
1962-02-21,JNJ,0.0,0.2222220003604889,1
1962-02-23,JNJ,0.0,0.2199070006608963,1
1962-02-26,JNJ,0.0,0.22453700006008148,1
1962-02-27,JNJ,0.0,0.22743099927902222,1
1962-02-28,JNJ,0.0,0.22453700006008148,1
1962-03-01,JNJ,0.0,0.22511599957942963,1
1962-03-02,JNJ,0.0,0.22395800054073334,1
1962-03-05,JNJ,0.0,0.22453700006008148,1
1962-03-06,JNJ,0.0,0.22743099927902222,1
1962-03-07,JNJ,0.0,0.22800900042057037,1
1962-03-08,JNJ,0.0,0.22916699945926666,1
1962-03-09,JNJ,0.0,0.22800900042057037,1
1962-03-12,JNJ,0.0,0.23032400012016296,1
1962-03-13,JNJ,0.0,0.2378470003604889,1
1962-03-14,JNJ,0.0,0.24189800024032593,1
1962-03-15,JNJ,0.0,0.24363400042057037,1
1962-03-16,JNJ,0.0,0.2378470003604889,1
1962-03-19,JNJ,0.0,0.23726899921894073,1
1962-03-20,JNJ,0.0,0.23726899921894073,1
1962-03-21,JNJ,0.0,0.23611100018024445,1
1962-03-22,JNJ,0.0,0.2355320006608963,1
1962-03-23,JNJ,0.0,0.2332179993391037,1
1962-03-26,JNJ,0.0,0.23379600048065186,1
1962-03-27,JNJ,0.0,0.23032400012016296,1
1962-03-28,JNJ,0.0,0.22916699945926666,1
