Datetime,Open,Close,Low,High,Volume
2023-06-26 09:30:00-04:00,186.8300018310547,186.97999572753906,186.33999633789062,187.0,2201163
2023-06-26 09:35:00-04:00,186.99000549316406,187.30999755859375,186.77999877929688,187.38999938964844,802239
2023-06-26 09:40:00-04:00,187.3000030517578,187.39999389648438,187.09860229492188,187.44810485839844,697433
2023-06-26 09:45:00-04:00,187.39500427246094,187.39109802246094,187.2100067138672,187.47999572753906,614857
2023-06-26 09:50:00-04:00,187.41000366210938,187.63499450683594,187.36000061035156,187.8300018310547,1016519
2023-06-26 09:55:00-04:00,187.63999938964844,187.5811004638672,187.50999450683594,187.72999572753906,657017
2023-06-26 10:00:00-04:00,187.5850067138672,187.80999755859375,187.44000244140625,187.82000732421875,689157
2023-06-26 10:05:00-04:00,187.82000732421875,187.8300018310547,187.72000122070312,188.0500030517578,1189882
2023-06-26 10:10:00-04:00,187.8300018310547,187.80999755859375,187.58999633789062,187.85000610351562,491209
2023-06-26 10:15:00-04:00,187.8300018310547,187.75999450683594,187.75999450683594,188.0,477314
2023-06-26 10:20:00-04:00,187.75,187.88999938964844,187.6199951171875,187.94000244140625,550001
2023-06-26 10:25:00-04:00,187.88499450683594,187.7498016357422,187.67999267578125,187.92999267578125,464997
2023-06-26 10:30:00-04:00,187.75,187.49679565429688,187.36000061035156,187.82000732421875,563387
2023-06-26 10:35:00-04:00,187.5,187.2100067138672,187.1999969482422,187.5800018310547,466300
2023-06-26 10:40:00-04:00,187.1999969482422,187.39999389648438,186.9600067138672,187.41099548339844,615831
2023-06-26 10:45:00-04:00,187.39999389648438,187.68499755859375,187.3800048828125,187.69000244140625,399811
2023-06-26 10:50:00-04:00,187.67999267578125,187.75900268554688,187.61000061035156,187.83999633789062,440782
2023-06-26 10:55:00-04:00,187.75,187.6199951171875,187.47999572753906,187.75999450683594,739514
2023-06-26 11:00:00-04:00,187.61000061035156,187.2899932861328,187.27000427246094,187.6356964111328,373148
2023-06-26 11:05:00-04:00,187.27999877929688,187.1999969482422,187.0500030517578,187.27999877929688,489791
2023-06-26 11:10:00-04:00,187.1999969482422,187.0749969482422,187.02999877929688,187.25999450683594,386716
2023-06-26 11:15:00-04:00,187.05999755859375,186.74000549316406,186.6999969482422,187.13999938964844,596943
2023-06-26 11:20:00-04:00,186.74000549316406,186.64999389648438,186.41000366210938,186.7899932861328,582476
2023-06-26 11:25:00-04:00,186.64999389648438,186.52999877929688,186.50999450683594,186.77999877929688,415662
2023-06-26 11:30:00-04:00,186.52999877929688,186.87159729003906,186.4600067138672,186.92999267578125,454108
2023-06-26 11:35:00-04:00,186.8780975341797,186.91000366210938,186.84500122070312,187.0500030517578,404722
2023-06-26 11:40:00-04:00,186.90499877929688,186.69720458984375,186.66000366210938,187.0,489930
2023-06-26 11:45:00-04:00,186.6999969482422,186.8699951171875,186.67999267578125,186.91000366210938,336893
